ensembl_gene_id	ensembl_transcript_id	rgd_symbol	entrezgene_id
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694614	103694600
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694614	103694601
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694614	103694602
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694614	103694603
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694614	103694604
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694614	103694605
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694614	103694606
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694614	103694607
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694614	103694608
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694614	103694609
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694614	103694610
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694614	103694611
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694614	103694612
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694614	103694613
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694614	103694614
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694614	103694768
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694606	103694591
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694606	103694598
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694606	103694599
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694606	103694600
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694606	103694601
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694606	103694602
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694606	103694603
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694606	103694604
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694606	103694605
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694606	103694606
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694606	103694607
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694606	103694608
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694606	103694609
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694606	103694610
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694606	103694611
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694606	103694612
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694606	103694613
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694606	103694614
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694606	103694768
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694768	103694591
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694768	103694598
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694768	103694599
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694768	103694600
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694768	103694601
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694768	103694602
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694768	103694603
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694768	103694604
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694768	103694605
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694768	103694606
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694768	103694607
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694768	103694608
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694768	103694609
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694768	103694610
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694768	103694611
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694768	103694612
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694768	103694613
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694768	103694614
ENSRNOG00000059366	ENSRNOT00000087179	LOC103694768	103694768
ENSRNOG00000033484	ENSRNOT00000048963	LOC680353	
ENSRNOG00000059600	ENSRNOT00000092023		103690123
ENSRNOG00000014076	ENSRNOT00000088461	Mbnl1	282635
ENSRNOG00000014076	ENSRNOT00000036808	Mbnl1	282635
ENSRNOG00000025030	ENSRNOT00000032825	Dffb	84359
ENSRNOG00000058423	ENSRNOT00000085250		309266
ENSRNOG00000018791	ENSRNOT00000025386	Dnlz	296587
ENSRNOG00000018791	ENSRNOT00000076156	Dnlz	296587
ENSRNOG00000018791	ENSRNOT00000076487	Dnlz	296587
ENSRNOG00000020685	ENSRNOT00000028093	Atp12a	171028
ENSRNOG00000020685	ENSRNOT00000091753	Atp12a	171028
ENSRNOG00000057079	ENSRNOT00000084966		
ENSRNOG00000021138	ENSRNOT00000028699	Cers2	310667
ENSRNOG00000021138	ENSRNOT00000080324	Cers2	310667
ENSRNOG00000039192	ENSRNOT00000045023	RGD1562962	103690888
ENSRNOG00000020485	ENSRNOT00000027813	Vav3	295378
ENSRNOG00000020485	ENSRNOT00000077883	Vav3	295378
ENSRNOG00000016146	ENSRNOT00000021604	Elp4	365839
ENSRNOG00000016146	ENSRNOT00000021604	Elp4	687694
ENSRNOG00000016146	ENSRNOT00000021604	LOC365839	365839
ENSRNOG00000016146	ENSRNOT00000021604	LOC365839	687694
ENSRNOG00000052587	ENSRNOT00000087174		100909474
ENSRNOG00000037845	ENSRNOT00000042799	Cysltr1	114099
ENSRNOG00000056742	ENSRNOT00000078930		
ENSRNOG00000049994	ENSRNOT00000073547	Ifi44l	310968
ENSRNOG00000061331	ENSRNOT00000085814		100910010
ENSRNOG00000061331	ENSRNOT00000085814		100910041
ENSRNOG00000003960	ENSRNOT00000005348	Tmem27	57395
ENSRNOG00000055563	ENSRNOT00000087631		
ENSRNOG00000009090	ENSRNOT00000012233	Dad1	192275
ENSRNOG00000041989	ENSRNOT00000063742		
ENSRNOG00000059306	ENSRNOT00000082701		
ENSRNOG00000057095	ENSRNOT00000090896		100360577
ENSRNOG00000057095	ENSRNOT00000090054		100360577
ENSRNOG00000057095	ENSRNOT00000090896		100912525
ENSRNOG00000057095	ENSRNOT00000090054		100912525
ENSRNOG00000061630	ENSRNOT00000082148		
ENSRNOG00000052662	ENSRNOT00000080827		
ENSRNOG00000020189	ENSRNOT00000027362	Tinf2	290232
ENSRNOG00000057469	ENSRNOT00000091479		
ENSRNOG00000058747	ENSRNOT00000088625		
ENSRNOG00000018876	ENSRNOT00000061669	LOC100363321	306322
ENSRNOG00000018876	ENSRNOT00000088578	LOC100363321	306322
ENSRNOG00000018876	ENSRNOT00000089705	LOC100363321	306322
ENSRNOG00000018876	ENSRNOT00000061669	RGD1562289	306322
ENSRNOG00000018876	ENSRNOT00000088578	RGD1562289	306322
ENSRNOG00000018876	ENSRNOT00000089705	RGD1562289	306322
ENSRNOG00000018876	ENSRNOT00000061669	Sdccag3	306322
ENSRNOG00000018876	ENSRNOT00000088578	Sdccag3	306322
ENSRNOG00000018876	ENSRNOT00000089705	Sdccag3	306322
ENSRNOG00000048317	ENSRNOT00000048582	Hist2h2ab	690102
ENSRNOG00000061379	ENSRNOT00000082548		117517
ENSRNOG00000052881	ENSRNOT00000080226		
ENSRNOG00000055325	ENSRNOT00000088062		
ENSRNOG00000054928	ENSRNOT00000086022		
ENSRNOG00000047829	ENSRNOT00000051551	LOC680190	680342
ENSRNOG00000047829	ENSRNOT00000051551	LOC680342	680342
ENSRNOG00000048716	ENSRNOT00000072873	Mir3541	
ENSRNOG00000038176	ENSRNOT00000058116	Ufm1	365797
ENSRNOG00000039689	ENSRNOT00000050796		
ENSRNOG00000059464	ENSRNOT00000080601		
ENSRNOG00000058490	ENSRNOT00000091390		
ENSRNOG00000053609	ENSRNOT00000086804	RGD1561558	317314
ENSRNOG00000053609	ENSRNOT00000086804	RGD1561558	688702
ENSRNOG00000053609	ENSRNOT00000086804	RGD1561558	100364877
ENSRNOG00000053609	ENSRNOT00000086804	RGD1561558	103690905
ENSRNOG00000056961	ENSRNOT00000088344		
ENSRNOG00000030736	ENSRNOT00000051917	Hist2h2ac	
ENSRNOG00000000156	ENSRNOT00000055386	LOC100911486	65049
ENSRNOG00000000156	ENSRNOT00000091417	LOC100911486	65049
ENSRNOG00000000156	ENSRNOT00000000169	LOC100911486	65049
ENSRNOG00000000156	ENSRNOT00000055386	LOC100911486	100911486
ENSRNOG00000000156	ENSRNOT00000091417	LOC100911486	100911486
ENSRNOG00000000156	ENSRNOT00000000169	LOC100911486	100911486
ENSRNOG00000000156	ENSRNOT00000055386	Megf6	65049
ENSRNOG00000000156	ENSRNOT00000091417	Megf6	65049
ENSRNOG00000000156	ENSRNOT00000000169	Megf6	65049
ENSRNOG00000000156	ENSRNOT00000055386	Megf6	100911486
ENSRNOG00000000156	ENSRNOT00000091417	Megf6	100911486
ENSRNOG00000000156	ENSRNOT00000000169	Megf6	100911486
ENSRNOG00000052804	ENSRNOT00000086112		
ENSRNOG00000020625	ENSRNOT00000027931	Mcpt2	29265
ENSRNOG00000020625	ENSRNOT00000027988	Mcpt2	29265
ENSRNOG00000020625	ENSRNOT00000091757	Mcpt2	29265
ENSRNOG00000020625	ENSRNOT00000027931	Mcpt2	29266
ENSRNOG00000020625	ENSRNOT00000027988	Mcpt2	29266
ENSRNOG00000020625	ENSRNOT00000091757	Mcpt2	29266
ENSRNOG00000055198	ENSRNOT00000087276		
ENSRNOG00000003860	ENSRNOT00000005120	RGD1560334	
ENSRNOG00000017969	ENSRNOT00000024243	Olfm3	252920
ENSRNOG00000047898	ENSRNOT00000044268	Hist2h2aa2	365877
ENSRNOG00000047898	ENSRNOT00000044268	Hist2h2aa2	690131
ENSRNOG00000047898	ENSRNOT00000044268	Hist2h2aa3	365877
ENSRNOG00000047898	ENSRNOT00000044268	Hist2h2aa3	690131
ENSRNOG00000046708	ENSRNOT00000074145	Olr1687	309574
ENSRNOG00000058150	ENSRNOT00000083222		
ENSRNOG00000039877	ENSRNOT00000061235	Smim11	100174909
ENSRNOG00000054864	ENSRNOT00000086848		
ENSRNOG00000058498	ENSRNOT00000091226		
ENSRNOG00000049000	ENSRNOT00000044420	Olr1670	405198
ENSRNOG00000054767	ENSRNOT00000081137	LOC252890	
ENSRNOG00000003456	ENSRNOT00000004591	Actrt1	302796
ENSRNOG00000059307	ENSRNOT00000084167		
ENSRNOG00000000748	ENSRNOT00000000975		
ENSRNOG00000055674	ENSRNOT00000078526		
ENSRNOG00000013011	ENSRNOT00000086878	Dnajb4	295549
ENSRNOG00000013011	ENSRNOT00000017381	Dnajb4	295549
ENSRNOG00000058183	ENSRNOT00000082858		
ENSRNOG00000058783	ENSRNOT00000081394		
ENSRNOG00000018105	ENSRNOT00000034073	Thtpa	305889
ENSRNOG00000018105	ENSRNOT00000087430	Thtpa	305889
ENSRNOG00000053792	ENSRNOT00000082104		
ENSRNOG00000048940	ENSRNOT00000072457	LOC100910420	405190
ENSRNOG00000048940	ENSRNOT00000072457	LOC100910420	100910420
ENSRNOG00000013886	ENSRNOT00000018634	Fyb	499537
ENSRNOG00000058975	ENSRNOT00000085263		685244
ENSRNOG00000058975	ENSRNOT00000078210		685244
ENSRNOG00000058975	ENSRNOT00000080331		685244
ENSRNOG00000058975	ENSRNOT00000079802		685244
ENSRNOG00000058975	ENSRNOT00000078824		685244
ENSRNOG00000058975	ENSRNOT00000086262		685244
ENSRNOG00000054258	ENSRNOT00000082340		
ENSRNOG00000048079	ENSRNOT00000073707	LOC100910479	294152
ENSRNOG00000048079	ENSRNOT00000073707	LOC100910479	100910479
ENSRNOG00000054638	ENSRNOT00000077667		
ENSRNOG00000060204	ENSRNOT00000082559		
ENSRNOG00000056329	ENSRNOT00000081950		
ENSRNOG00000055627	ENSRNOT00000077992		
ENSRNOG00000056030	ENSRNOT00000087814		
ENSRNOG00000047497	ENSRNOT00000075649	Mir190	
ENSRNOG00000035628	ENSRNOT00000053751	Mir3597-2	
ENSRNOG00000050215	ENSRNOT00000071981	LOC682408	682408
ENSRNOG00000054911	ENSRNOT00000077732		
ENSRNOG00000056497	ENSRNOT00000090063		
ENSRNOG00000010183	ENSRNOT00000013524	Fam198b	310540
ENSRNOG00000010183	ENSRNOT00000088686	Fam198b	310540
ENSRNOG00000046301	ENSRNOT00000045209	Gzmbl3	100361261
ENSRNOG00000058614	ENSRNOT00000087708		
ENSRNOG00000036422	ENSRNOT00000054534		
ENSRNOG00000056719	ENSRNOT00000091345		
ENSRNOG00000017187	ENSRNOT00000023079	LOC100911617	100911617
ENSRNOG00000017187	ENSRNOT00000023079	Prmt6	100911617
ENSRNOG00000051805	ENSRNOT00000084490		
ENSRNOG00000054815	ENSRNOT00000077297		
ENSRNOG00000054815	ENSRNOT00000088587		
ENSRNOG00000033741	ENSRNOT00000043535	Ankrd34a	295283
ENSRNOG00000031618	ENSRNOT00000028062		100361468
ENSRNOG00000051199	ENSRNOT00000076015	Fsip2	680315
ENSRNOG00000051199	ENSRNOT00000089165	Fsip2	680315
ENSRNOG00000000650	ENSRNOT00000000807		
ENSRNOG00000055509	ENSRNOT00000082394		
ENSRNOG00000028345	ENSRNOT00000057657	Vom2r47	365807
ENSRNOG00000001963	ENSRNOT00000083067	Mx2	286918
ENSRNOG00000001963	ENSRNOT00000087603	Mx2	286918
ENSRNOG00000001963	ENSRNOT00000002695	Mx2	286918
ENSRNOG00000054318	ENSRNOT00000083725		
ENSRNOG00000060458	ENSRNOT00000087565		
ENSRNOG00000049037	ENSRNOT00000052052	LOC103690308	406014
ENSRNOG00000049037	ENSRNOT00000052052	LOC103690308	103690308
ENSRNOG00000049037	ENSRNOT00000052052	LOC100365012	406014
ENSRNOG00000049037	ENSRNOT00000052052	LOC100365012	103690308
ENSRNOG00000049037	ENSRNOT00000052052	Olr1707	406014
ENSRNOG00000049037	ENSRNOT00000052052	Olr1707	103690308
ENSRNOG00000029843	ENSRNOT00000043008	LOC100359563	
ENSRNOG00000015925	ENSRNOT00000021608	Zfp131	310375
ENSRNOG00000015925	ENSRNOT00000089303	Zfp131	310375
ENSRNOG00000056225	ENSRNOT00000087982		
ENSRNOG00000052030	ENSRNOT00000087280		
ENSRNOG00000019479	ENSRNOT00000026344	Klf17	298449
ENSRNOG00000054424	ENSRNOT00000077841		
ENSRNOG00000059502	ENSRNOT00000082265		
ENSRNOG00000042372	ENSRNOT00000063989		
ENSRNOG00000000855	ENSRNOT00000065940	Lst1	64569
ENSRNOG00000058108	ENSRNOT00000077472		
ENSRNOG00000057993	ENSRNOT00000086480		
ENSRNOG00000014917	ENSRNOT00000020330	Nck1	300955
ENSRNOG00000014917	ENSRNOT00000091593	Nck1	300955
ENSRNOG00000020216	ENSRNOT00000067150	Gmpr2	192357
ENSRNOG00000020216	ENSRNOT00000084554	Gmpr2	192357
ENSRNOG00000051530	ENSRNOT00000085637		
ENSRNOG00000033199	ENSRNOT00000040365	LOC684822	
ENSRNOG00000039481	ENSRNOT00000060511		
ENSRNOG00000029592	ENSRNOT00000044236	Srsf11	502603
ENSRNOG00000054477	ENSRNOT00000080957		
ENSRNOG00000000335	ENSRNOT00000039305	Ermap	298485
ENSRNOG00000059004	ENSRNOT00000078950		
ENSRNOG00000058500	ENSRNOT00000084881		
ENSRNOG00000049531	ENSRNOT00000085038	Usp19	361190
ENSRNOG00000049531	ENSRNOT00000074772	Usp19	361190
ENSRNOG00000059434	ENSRNOT00000081736		
ENSRNOG00000051920	ENSRNOT00000077081		
ENSRNOG00000049874	ENSRNOT00000074860	LOC100911669	
ENSRNOG00000059354	ENSRNOT00000080674		
ENSRNOG00000008563	ENSRNOT00000011381	LOC171573	171573
ENSRNOG00000046803	ENSRNOT00000072786	Arhgef16	687105
ENSRNOG00000046803	ENSRNOT00000082847	Arhgef16	687105
ENSRNOG00000051664	ENSRNOT00000086522		
ENSRNOG00000057918	ENSRNOT00000087318		
ENSRNOG00000009887	ENSRNOT00000013581	Arih1	300756
ENSRNOG00000009887	ENSRNOT00000084758	Arih1	300756
ENSRNOG00000006839	ENSRNOT00000009181	Arl5a	117050
ENSRNOG00000006839	ENSRNOT00000076134	Arl5a	117050
ENSRNOG00000014603	ENSRNOT00000019639	Sgcg	305941
ENSRNOG00000000852	ENSRNOT00000001133	Prrc2a	294250
ENSRNOG00000023786	ENSRNOT00000015875	Ybx1	500538
ENSRNOG00000054115	ENSRNOT00000088135		
ENSRNOG00000045993	ENSRNOT00000075059	LOC100910402	100909993
ENSRNOG00000045993	ENSRNOT00000075059	LOC100910402	100910051
ENSRNOG00000045993	ENSRNOT00000075059	LOC100910402	100910199
ENSRNOG00000045993	ENSRNOT00000075059	LOC100910402	100910402
ENSRNOG00000045993	ENSRNOT00000075059	LOC100909993	100909993
ENSRNOG00000045993	ENSRNOT00000075059	LOC100909993	100910051
ENSRNOG00000045993	ENSRNOT00000075059	LOC100909993	100910199
ENSRNOG00000045993	ENSRNOT00000075059	LOC100909993	100910402
ENSRNOG00000045993	ENSRNOT00000075059	LOC100910199	100909993
ENSRNOG00000045993	ENSRNOT00000075059	LOC100910199	100910051
ENSRNOG00000045993	ENSRNOT00000075059	LOC100910199	100910199
ENSRNOG00000045993	ENSRNOT00000075059	LOC100910199	100910402
ENSRNOG00000015370	ENSRNOT00000020610	Slc35g2	315957
ENSRNOG00000052672	ENSRNOT00000085327		
ENSRNOG00000033192	ENSRNOT00000040847	Osmr	310132
ENSRNOG00000033192	ENSRNOT00000080677	Osmr	310132
ENSRNOG00000054763	ENSRNOT00000082499		103694862
ENSRNOG00000060836	ENSRNOT00000091638		
ENSRNOG00000061508	ENSRNOT00000090041		363466
ENSRNOG00000061508	ENSRNOT00000085993		363466
ENSRNOG00000061508	ENSRNOT00000079365		363466
ENSRNOG00000056607	ENSRNOT00000087060		
ENSRNOG00000007922	ENSRNOT00000047151	Cldn19	298487
ENSRNOG00000013386	ENSRNOT00000018005	Psmb5	29425
ENSRNOG00000051378	ENSRNOT00000088119		
ENSRNOG00000057087	ENSRNOT00000085512	LOC103694730	103694730
ENSRNOG00000036436	ENSRNOT00000054548		
ENSRNOG00000058729	ENSRNOT00000077493		
ENSRNOG00000032364	ENSRNOT00000059951	Tbcel	315591
ENSRNOG00000056834	ENSRNOT00000088758		
ENSRNOG00000012980	ENSRNOT00000017330	Hyls1	680262
ENSRNOG00000052541	ENSRNOT00000087519		689039
ENSRNOG00000052541	ENSRNOT00000087519		103690023
ENSRNOG00000044200	ENSRNOT00000069467		
ENSRNOG00000058533	ENSRNOT00000083798		
ENSRNOG00000044629	ENSRNOT00000069896		
ENSRNOG00000026489	ENSRNOT00000039181	Olr1125	405180
ENSRNOG00000001682	ENSRNOT00000065600	Ttc3	360702
ENSRNOG00000050085	ENSRNOT00000071550	Mir6314	
ENSRNOG00000045973	ENSRNOT00000032601	Gzmb	100361468
ENSRNOG00000045973	ENSRNOT00000059660	Gzmb	100361468
ENSRNOG00000045973	ENSRNOT00000032601	Gzmbl2	100361468
ENSRNOG00000045973	ENSRNOT00000059660	Gzmbl2	100361468
ENSRNOG00000031769	ENSRNOT00000047889	Chchd7	684258
ENSRNOG00000060003	ENSRNOT00000086700		
ENSRNOG00000049439	ENSRNOT00000073916		
ENSRNOG00000056936	ENSRNOT00000082328		
ENSRNOG00000053308	ENSRNOT00000086904		
ENSRNOG00000061540	ENSRNOT00000077136		100909715
ENSRNOG00000055156	ENSRNOT00000079677		24835
ENSRNOG00000030845	ENSRNOT00000044295	Olr1126	405179
ENSRNOG00000052562	ENSRNOT00000081098		
ENSRNOG00000047819	ENSRNOT00000073520		
ENSRNOG00000025979	ENSRNOT00000036798	Gramd2	300761
ENSRNOG00000056744	ENSRNOT00000092087		
ENSRNOG00000043854	ENSRNOT00000069121		
ENSRNOG00000052599	ENSRNOT00000071951		
ENSRNOG00000060810	ENSRNOT00000088888		
ENSRNOG00000057260	ENSRNOT00000088640		
ENSRNOG00000052297	ENSRNOT00000087048		
ENSRNOG00000014659	ENSRNOT00000020036	Ebpl	361054
ENSRNOG00000055618	ENSRNOT00000086883		
ENSRNOG00000055419	ENSRNOT00000091343		
ENSRNOG00000042163	ENSRNOT00000067675	Btbd19	100361234
ENSRNOG00000057778	ENSRNOT00000091094		
ENSRNOG00000050182	ENSRNOT00000072410	LOC100911944	405970
ENSRNOG00000050182	ENSRNOT00000072410	LOC100911944	100911944
ENSRNOG00000050182	ENSRNOT00000072410	Olr1138	405970
ENSRNOG00000050182	ENSRNOT00000072410	Olr1138	100911944
ENSRNOG00000014644	ENSRNOT00000019860	Zic1	64618
ENSRNOG00000030899	ENSRNOT00000050899	Vom1r25	494270
ENSRNOG00000058670	ENSRNOT00000085040		100911383
ENSRNOG00000045668	ENSRNOT00000072856	Ifnar2	686326
ENSRNOG00000055340	ENSRNOT00000080591		
ENSRNOG00000048018	ENSRNOT00000035560	LOC100911988	300395
ENSRNOG00000048018	ENSRNOT00000035560	LOC100911988	100911988
ENSRNOG00000048018	ENSRNOT00000035560	Olr1139	300395
ENSRNOG00000048018	ENSRNOT00000035560	Olr1139	100911988
ENSRNOG00000048018	ENSRNOT00000035560	Olr1151	300395
ENSRNOG00000048018	ENSRNOT00000035560	Olr1151	100911988
ENSRNOG00000014333	ENSRNOT00000078806	Vcam1	25361
ENSRNOG00000014333	ENSRNOT00000077972	Vcam1	25361
ENSRNOG00000014333	ENSRNOT00000019377	Vcam1	25361
ENSRNOG00000053915	ENSRNOT00000015412		100361710
ENSRNOG00000056472	ENSRNOT00000080890		
ENSRNOG00000011133	ENSRNOT00000044028	Trpc4	84494
ENSRNOG00000011133	ENSRNOT00000015437	Trpc4	84494
ENSRNOG00000053246	ENSRNOT00000089032		
ENSRNOG00000041523	ENSRNOT00000063276		
ENSRNOG00000000486	ENSRNOT00000000577	Ggnbp1	494520
ENSRNOG00000008572	ENSRNOT00000011392	Ppcs	298490
ENSRNOG00000055031	ENSRNOT00000084071		100910993
ENSRNOG00000054617	ENSRNOT00000088311		
ENSRNOG00000058231	ENSRNOT00000079482		
ENSRNOG00000060465	ENSRNOT00000079120		
ENSRNOG00000055635	ENSRNOT00000086753		
ENSRNOG00000051418	ENSRNOT00000079336		
ENSRNOG00000029861	ENSRNOT00000032185	Gsta2	
ENSRNOG00000029861	ENSRNOT00000032185	Gsta5	
ENSRNOG00000053219	ENSRNOT00000078375		
ENSRNOG00000054228	ENSRNOT00000081832		
ENSRNOG00000061846	ENSRNOT00000090482		
ENSRNOG00000031141	ENSRNOT00000049240	Tmem89	501056
ENSRNOG00000052657	ENSRNOT00000071744		
ENSRNOG00000036044	ENSRNOT00000054167		
ENSRNOG00000030296	ENSRNOT00000042885	LOC102550734	
ENSRNOG00000053216	ENSRNOT00000078803		
ENSRNOG00000022116	ENSRNOT00000081757	Gjb6	84403
ENSRNOG00000022116	ENSRNOT00000011742	Gjb6	84403
ENSRNOG00000058326	ENSRNOT00000077886		
ENSRNOG00000058215	ENSRNOT00000090842		
ENSRNOG00000001656	ENSRNOT00000002259	Kcnj15	170847
ENSRNOG00000046657	ENSRNOT00000072449	LOC100910954	100910954
ENSRNOG00000025990	ENSRNOT00000029851	Igll1	100360919
ENSRNOG00000061172	ENSRNOT00000087998		100911035
ENSRNOG00000054323	ENSRNOT00000079868		
ENSRNOG00000019638	ENSRNOT00000026705	Lmna	60374
ENSRNOG00000019638	ENSRNOT00000082174	Lmna	60374
ENSRNOG00000019638	ENSRNOT00000084455	Lmna	60374
ENSRNOG00000008530	ENSRNOT00000011383	Stoml1	300748
ENSRNOG00000016638	ENSRNOT00000041789	Gnb1	24400
ENSRNOG00000055522	ENSRNOT00000090306		
ENSRNOG00000004971	ENSRNOT00000006843	Txlng	302680
ENSRNOG00000028638	ENSRNOT00000061345	Il10rb	304091
ENSRNOG00000031266	ENSRNOT00000044293	Siae	363045
ENSRNOG00000054071	ENSRNOT00000091850		
ENSRNOG00000059735	ENSRNOT00000080002		
ENSRNOG00000059871	ENSRNOT00000090973		
ENSRNOG00000028377	ENSRNOT00000034762	Mpl	366455
ENSRNOG00000001979	ENSRNOT00000002715	Rcan1	266766
ENSRNOG00000016648	ENSRNOT00000022702	Gulo	60671
ENSRNOG00000053083	ENSRNOT00000088302		
ENSRNOG00000056014	ENSRNOT00000087465		
ENSRNOG00000060433	ENSRNOT00000082094		
ENSRNOG00000052819	ENSRNOT00000089835	Mir346	
ENSRNOG00000052585	ENSRNOT00000087324		
ENSRNOG00000058107	ENSRNOT00000080866		
ENSRNOG00000033529	ENSRNOT00000022496	Amy1a	24203
ENSRNOG00000048889	ENSRNOT00000074134	Mir6323	
ENSRNOG00000054635	ENSRNOT00000089799		
ENSRNOG00000045885	ENSRNOT00000073068	LOC100365810	
ENSRNOG00000045885	ENSRNOT00000073068	Rps17	
ENSRNOG00000054711	ENSRNOT00000091523		
ENSRNOG00000052983	ENSRNOT00000087484		
ENSRNOG00000060760	ENSRNOT00000081657		
ENSRNOG00000055658	ENSRNOT00000077419		
ENSRNOG00000056877	ENSRNOT00000084423		
ENSRNOG00000059740	ENSRNOT00000087609		679157
ENSRNOG00000059740	ENSRNOT00000087609		691895
ENSRNOG00000041520	ENSRNOT00000063273		
ENSRNOG00000052582	ENSRNOT00000080059		
ENSRNOG00000059039	ENSRNOT00000082785		
ENSRNOG00000052164	ENSRNOT00000088904		
ENSRNOG00000051954	ENSRNOT00000079665		
ENSRNOG00000054670	ENSRNOT00000078654		
ENSRNOG00000016936	ENSRNOT00000022900	Nadk	100125370
ENSRNOG00000059993	ENSRNOT00000085968		
ENSRNOG00000000483	ENSRNOT00000040859	Syngap1	192117
ENSRNOG00000000483	ENSRNOT00000000572	Syngap1	192117
ENSRNOG00000059021	ENSRNOT00000089219		
ENSRNOG00000059989	ENSRNOT00000088735		
ENSRNOG00000001687	ENSRNOT00000002292	Crybg3	
ENSRNOG00000056215	ENSRNOT00000089069		
ENSRNOG00000014520	ENSRNOT00000019454	Ing1	
ENSRNOG00000004304	ENSRNOT00000006584	Syap1	302678
ENSRNOG00000009450	ENSRNOT00000012644	Hcn4	
ENSRNOG00000061688	ENSRNOT00000088935		
ENSRNOG00000053453	ENSRNOT00000078927		
ENSRNOG00000013217	ENSRNOT00000017665	Ttc33	294774
ENSRNOG00000048748	ENSRNOT00000074754		
ENSRNOG00000059250	ENSRNOT00000080519		
ENSRNOG00000058634	ENSRNOT00000087436		
ENSRNOG00000023850	ENSRNOT00000039729	Tbrg1	300521
ENSRNOG00000057167	ENSRNOT00000088951		
ENSRNOG00000054899	ENSRNOT00000090522		
ENSRNOG00000047260	ENSRNOT00000071611		
ENSRNOG00000058536	ENSRNOT00000080027		
ENSRNOG00000060290	ENSRNOT00000088906		
ENSRNOG00000052768	ENSRNOT00000084209		
